Utbildning,Arbsektor,Andel,Lön
Agronom,Offentlig,0.525394046,57000-57999
Agronom,Offentlig,0.525394046,58000-58999
Agronom,Offentlig,3.152364273,>=59000
Arkitekt,Privat,2.975557917,<30000
Arkitekt,Privat,4.144527099,30000-30999
Arkitekt,Privat,3.754870705,31000-31999
Arkitekt,Privat,4.85299327,32000-32999
Arkitekt,Privat,4.427913567,33000-33999
Arkitekt,Privat,4.427913567,34000-34999
Arkitekt,Privat,4.286220333,35000-35999
Arkitekt,Privat,4.923839887,36000-36999
Arkitekt,Privat,4.286220333,37000-37999
Arkitekt,Privat,4.250797024,38000-38999
Arkitekt,Privat,4.817569961,39000-39999
Arkitekt,Privat,5.703152674,40000-40999
Arkitekt,Privat,4.286220333,41000-41999
Arkitekt,Privat,4.002833865,42000-42999
Arkitekt,Privat,3.967410556,43000-43999
Arkitekt,Privat,3.754870705,44000-44999
Arkitekt,Privat,3.365214311,45000-45999
Arkitekt,Privat,3.577754162,46000-46999
Arkitekt,Privat,3.40063762,47000-47999
Arkitekt,Privat,2.727594757,48000-48999
Arkitekt,Privat,2.089975204,49000-49999
Arkitekt,Privat,2.550478215,50000-50999
Arkitekt,Privat,1.94828197,51000-51999
Arkitekt,Privat,1.842012044,52000-52999
Arkitekt,Privat,1.133545873,53000-53999
Arkitekt,Privat,0.921006022,54000-54999
Arkitekt,Privat,1.381509033,55000-55999
Arkitekt,Privat,0.637619554,56000-56999
Arkitekt,Privat,0.49592632,57000-57999
Arkitekt,Privat,0.460503011,58000-58999
Arkitekt,Privat,0.283386468,59000-59999
Arkitekt,Privat,0.743889479,60000-60999
Arkitekt,Privat,0.389656394,61000-61999
Arkitekt,Privat,3.188097768,>=62000
Arkitekt,Offentlig,2.476780186,<30000
Arkitekt,Offentlig,2.631578947,30000-30999
Arkitekt,Offentlig,3.250773994,31000-31999
Arkitekt,Offentlig,4.179566563,32000-32999
Arkitekt,Offentlig,4.566563467,33000-33999
Arkitekt,Offentlig,4.024767802,34000-34999
Arkitekt,Offentlig,6.424148607,35000-35999
Arkitekt,Offentlig,5.572755418,36000-36999
Arkitekt,Offentlig,4.489164087,37000-37999
Arkitekt,Offentlig,6.656346749,38000-38999
Arkitekt,Offentlig,4.334365325,39000-39999
Arkitekt,Offentlig,5.882352941,40000-40999
Arkitekt,Offentlig,4.256965944,41000-41999
Arkitekt,Offentlig,4.024767802,42000-42999
Arkitekt,Offentlig,3.560371517,43000-43999
Arkitekt,Offentlig,3.095975232,44000-44999
Arkitekt,Offentlig,3.328173375,45000-45999
Arkitekt,Offentlig,3.095975232,46000-46999
Arkitekt,Offentlig,2.708978328,47000-47999
Arkitekt,Offentlig,2.786377709,48000-48999
Arkitekt,Offentlig,1.93498452,49000-49999
Arkitekt,Offentlig,1.547987616,50000-50999
Arkitekt,Offentlig,1.702786378,51000-51999
Arkitekt,Offentlig,1.083591331,52000-52999
Arkitekt,Offentlig,1.238390093,53000-53999
Arkitekt,Offentlig,0.773993808,54000-54999
Arkitekt,Offentlig,1.315789474,55000-55999
Arkitekt,Offentlig,1.083591331,56000-56999
Arkitekt,Offentlig,1.083591331,57000-57999
Arkitekt,Offentlig,0.464396285,58000-58999
Arkitekt,Offentlig,0.696594427,59000-59999
Arkitekt,Offentlig,0.386996904,60000-60999
Arkitekt,Offentlig,0.309597523,61000-61999
Arkitekt,Offentlig,0.464396285,62000-62999
Arkitekt,Offentlig,0.464396285,63000-63999
Arkitekt,Offentlig,0.386996904,64000-64999
Arkitekt,Offentlig,0.154798762,65000-65999
Arkitekt,Offentlig,0.309597523,66000-66999
Arkitekt,Offentlig,3.250773994,>=67000
Civilekonom/ekonom,Privat,1.956997554,<26000
Civilekonom/ekonom,Privat,1.158748552,26000-26999
Civilekonom/ekonom,Privat,1.287498391,27000-27999
Civilekonom/ekonom,Privat,1.493498133,28000-28999
Civilekonom/ekonom,Privat,1.248873439,29000-29999
Civilekonom/ekonom,Privat,1.738122827,30000-30999
Civilekonom/ekonom,Privat,1.660872924,31000-31999
Civilekonom/ekonom,Privat,1.64799794,32000-32999
Civilekonom/ekonom,Privat,1.918372602,33000-33999
Civilekonom/ekonom,Privat,1.866872666,34000-34999
Civilekonom/ekonom,Privat,2.549246813,35000-35999
Civilekonom/ekonom,Privat,2.291747135,36000-36999
Civilekonom/ekonom,Privat,2.265997168,37000-37999
Civilekonom/ekonom,Privat,2.072872409,38000-38999
Civilekonom/ekonom,Privat,2.150122312,39000-39999
Civilekonom/ekonom,Privat,2.922621347,40000-40999
Civilekonom/ekonom,Privat,2.227372216,41000-41999
Civilekonom/ekonom,Privat,2.845371443,42000-42999
Civilekonom/ekonom,Privat,2.549246813,43000-43999
Civilekonom/ekonom,Privat,2.214497232,44000-44999
Civilekonom/ekonom,Privat,2.974121282,45000-45999
Civilekonom/ekonom,Privat,2.150122312,46000-46999
Civilekonom/ekonom,Privat,2.755246556,47000-47999
Civilekonom/ekonom,Privat,2.343247071,48000-48999
Civilekonom/ekonom,Privat,1.802497747,49000-49999
Civilekonom/ekonom,Privat,2.986996266,50000-50999
Civilekonom/ekonom,Privat,2.008497489,51000-51999
Civilekonom/ekonom,Privat,2.150122312,52000-52999
Civilekonom/ekonom,Privat,1.64799794,53000-53999
Civilekonom/ekonom,Privat,1.635122956,54000-54999
Civilekonom/ekonom,Privat,2.17587228,55000-55999
Civilekonom/ekonom,Privat,1.866872666,56000-56999
Civilekonom/ekonom,Privat,1.609372988,57000-57999
Civilekonom/ekonom,Privat,1.364748294,58000-58999
Civilekonom/ekonom,Privat,1.132998584,59000-59999
Civilekonom/ekonom,Privat,1.866872666,60000-60999
Civilekonom/ekonom,Privat,1.145873568,61000-61999
Civilekonom/ekonom,Privat,1.390498262,62000-62999
Civilekonom/ekonom,Privat,1.145873568,63000-63999
Civilekonom/ekonom,Privat,0.952748809,64000-64999
Civilekonom/ekonom,Privat,1.506373117,65000-65999
Civilekonom/ekonom,Privat,0.914123857,66000-66999
Civilekonom/ekonom,Privat,1.029998713,67000-67999
Civilekonom/ekonom,Privat,0.836873954,68000-68999
Civilekonom/ekonom,Privat,0.720999099,69000-69999
Civilekonom/ekonom,Privat,1.454873181,70000-70999
Civilekonom/ekonom,Privat,0.720999099,71000-71999
Civilekonom/ekonom,Privat,0.785374018,72000-72999
Civilekonom/ekonom,Privat,0.617999228,73000-73999
Civilekonom/ekonom,Privat,0.605124244,74000-74999
Civilekonom/ekonom,Privat,0.88837389,75000-75999
Civilekonom/ekonom,Privat,0.52787434,76000-76999
Civilekonom/ekonom,Privat,0.59224926,77000-77999
Civilekonom/ekonom,Privat,0.695249131,78000-78999
Civilekonom/ekonom,Privat,0.424874469,79000-79999
Civilekonom/ekonom,Privat,10.50598687,>=80000
Civilekonom/ekonom,Offentlig,2.507565932,<27000
Civilekonom/ekonom,Offentlig,1.707738867,27000-27999
Civilekonom/ekonom,Offentlig,2.05361003,28000-28999
Civilekonom/ekonom,Offentlig,2.161694769,29000-29999
Civilekonom/ekonom,Offentlig,2.226545612,30000-30999
Civilekonom/ekonom,Offentlig,2.788586252,31000-31999
Civilekonom/ekonom,Offentlig,3.350626891,32000-32999
Civilekonom/ekonom,Offentlig,3.718115002,33000-33999
Civilekonom/ekonom,Offentlig,3.674881107,34000-34999
Civilekonom/ekonom,Offentlig,4.172070904,35000-35999
Civilekonom/ekonom,Offentlig,3.955901427,36000-36999
Civilekonom/ekonom,Offentlig,4.150453956,37000-37999
Civilekonom/ekonom,Offentlig,4.712494596,38000-38999
Civilekonom/ekonom,Offentlig,4.690877648,39000-39999
Civilekonom/ekonom,Offentlig,4.236921747,40000-40999
Civilekonom/ekonom,Offentlig,3.934284479,41000-41999
Civilekonom/ekonom,Offentlig,3.523562473,42000-42999
Civilekonom/ekonom,Offentlig,3.523562473,43000-43999
Civilekonom/ekonom,Offentlig,3.415477735,44000-44999
Civilekonom/ekonom,Offentlig,3.17769131,45000-45999
Civilekonom/ekonom,Offentlig,2.745352356,46000-46999
Civilekonom/ekonom,Offentlig,2.464332036,47000-47999
Civilekonom/ekonom,Offentlig,2.096843926,48000-48999
Civilekonom/ekonom,Offentlig,2.269779507,49000-49999
Civilekonom/ekonom,Offentlig,2.658884565,50000-50999
Civilekonom/ekonom,Offentlig,1.664504972,51000-51999
Civilekonom/ekonom,Offentlig,1.902291396,52000-52999
Civilekonom/ekonom,Offentlig,1.534803286,53000-53999
Civilekonom/ekonom,Offentlig,1.469952443,54000-54999
Civilekonom/ekonom,Offentlig,1.21054907,55000-55999
Civilekonom/ekonom,Offentlig,1.080847384,56000-56999
Civilekonom/ekonom,Offentlig,0.929528751,57000-57999
Civilekonom/ekonom,Offentlig,0.972762646,58000-58999
Civilekonom/ekonom,Offentlig,0.648508431,59000-59999
Civilekonom/ekonom,Offentlig,0.886294855,60000-60999
Civilekonom/ekonom,Offentlig,0.821444012,61000-61999
Civilekonom/ekonom,Offentlig,0.605274535,62000-62999
Civilekonom/ekonom,Offentlig,0.626891483,63000-63999
Civilekonom/ekonom,Offentlig,0.389105058,64000-64999
Civilekonom/ekonom,Offentlig,0.302637268,65000-65999
Civilekonom/ekonom,Offentlig,0.324254215,66000-66999
Civilekonom/ekonom,Offentlig,0.432338954,67000-67999
Civilekonom/ekonom,Offentlig,0.324254215,68000-68999
Civilekonom/ekonom,Offentlig,0.345871163,69000-69999
Civilekonom/ekonom,Offentlig,0.302637268,70000-70999
Civilekonom/ekonom,Offentlig,0.237786425,71000-71999
Civilekonom/ekonom,Offentlig,3.069606572,>=72000
Arbetsterapeut,Privat,2.595155709,< 25000
Arbetsterapeut,Privat,2.422145329,25000-25999
Arbetsterapeut,Privat,5.017301038,26000-26999
Arbetsterapeut,Privat,10.55363322,27000-27999
Arbetsterapeut,Privat,10.89965398,28000-28999
Arbetsterapeut,Privat,12.28373702,29000-29999
Arbetsterapeut,Privat,11.41868512,30000-30999
Arbetsterapeut,Privat,9.688581315,31000-31999
Arbetsterapeut,Privat,6.920415225,32000-32999
Arbetsterapeut,Privat,6.401384083,33000-33999
Arbetsterapeut,Privat,4.325259516,34000-34999
Arbetsterapeut,Privat,3.460207612,35000-35999
Arbetsterapeut,Privat,2.941176471,36000-36999
Arbetsterapeut,Privat,2.076124567,37000-37999
Arbetsterapeut,Privat,1.038062284,38000-38999
Arbetsterapeut,Privat,1.557093426,39000-39999
Arbetsterapeut,Privat,1.557093426,40000-40999
Arbetsterapeut,Privat,0.692041522,41000-41999
Arbetsterapeut,Privat,0.692041522,42000-42999
Arbetsterapeut,Privat,3.460207612,>=43000
Arbetsterapeut,Offentlig,2.351238922,< 25000
Arbetsterapeut,Offentlig,4.84716947,25000-25999
Arbetsterapeut,Offentlig,6.167480557,26000-26999
Arbetsterapeut,Offentlig,9.133658889,27000-27999
Arbetsterapeut,Offentlig,11.52107072,28000-28999
Arbetsterapeut,Offentlig,13.09459215,29000-29999
Arbetsterapeut,Offentlig,14.03508772,30000-30999
Arbetsterapeut,Offentlig,10.54440224,31000-31999
Arbetsterapeut,Offentlig,8.102731054,32000-32999
Arbetsterapeut,Offentlig,5.661059866,33000-33999
Arbetsterapeut,Offentlig,3.201302225,34000-34999
Arbetsterapeut,Offentlig,2.043769217,35000-35999
Arbetsterapeut,Offentlig,1.483089166,36000-36999
Arbetsterapeut,Offentlig,1.175619461,37000-37999
Arbetsterapeut,Offentlig,0.868149756,38000-38999
Arbetsterapeut,Offentlig,0.868149756,39000-39999
Arbetsterapeut,Offentlig,0.705371677,40000-40999
Arbetsterapeut,Offentlig,0.560680051,41000-41999
Arbetsterapeut,Offentlig,3.635377103,>=42000
Jurist,Privat,2.693125443,<28000
Jurist,Privat,1.381998583,28000-28999
Jurist,Privat,1.523742027,29000-29999
Jurist,Privat,2.303330971,30000-30999
Jurist,Privat,1.94897236,31000-31999
Jurist,Privat,2.232459249,32000-32999
Jurist,Privat,2.019844082,33000-33999
Jurist,Privat,2.090715804,34000-34999
Jurist,Privat,3.082919915,35000-35999
Jurist,Privat,1.984408221,36000-36999
Jurist,Privat,2.409638554,37000-37999
Jurist,Privat,2.409638554,38000-38999
Jurist,Privat,1.94897236,39000-39999
Jurist,Privat,2.019844082,40000-40999
Jurist,Privat,2.197023388,41000-41999
Jurist,Privat,2.515946137,42000-42999
Jurist,Privat,2.728561304,43000-43999
Jurist,Privat,2.019844082,44000-44999
Jurist,Privat,2.374202693,45000-45999
Jurist,Privat,1.807228916,46000-46999
Jurist,Privat,1.736357193,47000-47999
Jurist,Privat,2.374202693,48000-48999
Jurist,Privat,1.417434444,49000-49999
Jurist,Privat,2.197023388,50000-50999
Jurist,Privat,1.807228916,51000-51999
Jurist,Privat,2.58681786,52000-52999
Jurist,Privat,1.488306166,53000-53999
Jurist,Privat,1.594613749,54000-54999
Jurist,Privat,1.771793055,55000-55999
Jurist,Privat,1.452870305,56000-56999
Jurist,Privat,1.346562721,57000-57999
Jurist,Privat,1.523742027,58000-58999
Jurist,Privat,0.779588944,59000-59999
Jurist,Privat,1.700921332,60000-60999
Jurist,Privat,1.559177888,61000-61999
Jurist,Privat,1.94897236,62000-62999
Jurist,Privat,1.027639972,63000-63999
Jurist,Privat,0.992204111,64000-64999
Jurist,Privat,1.346562721,65000-65999
Jurist,Privat,1.098511694,66000-66999
Jurist,Privat,0.885896527,67000-67999
Jurist,Privat,1.027639972,68000-68999
Jurist,Privat,0.815024805,69000-69999
Jurist,Privat,1.700921332,70000-70999
Jurist,Privat,0.815024805,71000-71999
Jurist,Privat,0.779588944,72000-72999
Jurist,Privat,0.779588944,73000-73999
Jurist,Privat,0.6378455,74000-74999
Jurist,Privat,1.240255138,75000-75999
Jurist,Privat,0.708717222,76000-76999
Jurist,Privat,0.708717222,77000-77999
Jurist,Privat,0.602409639,78000-78999
Jurist,Privat,0.460666194,79000-79999
Jurist,Privat,13.39475549,>=80000
Jurist,Offentlig,1.908325538,<26000
Jurist,Offentlig,1.403180543,26000-26999
Jurist,Offentlig,2.394761459,27000-27999
Jurist,Offentlig,4.190832554,28000-28999
Jurist,Offentlig,2.600561272,29000-29999
Jurist,Offentlig,2.525724977,30000-30999
Jurist,Offentlig,2.151543499,31000-31999
Jurist,Offentlig,3.891487371,32000-32999
Jurist,Offentlig,2.825070159,33000-33999
Jurist,Offentlig,3.592142189,34000-34999
Jurist,Offentlig,3.086997194,35000-35999
Jurist,Offentlig,3.854069224,36000-36999
Jurist,Offentlig,3.030869972,37000-37999
Jurist,Offentlig,3.012160898,38000-38999
Jurist,Offentlig,3.517305893,39000-39999
Jurist,Offentlig,3.31150608,40000-40999
Jurist,Offentlig,2.750233863,41000-41999
Jurist,Offentlig,2.544434051,42000-42999
Jurist,Offentlig,3.012160898,43000-43999
Jurist,Offentlig,2.450888681,44000-44999
Jurist,Offentlig,3.124415341,45000-45999
Jurist,Offentlig,2.619270346,46000-46999
Jurist,Offentlig,2.750233863,47000-47999
Jurist,Offentlig,2.20767072,48000-48999
Jurist,Offentlig,2.20767072,49000-49999
Jurist,Offentlig,1.796071094,50000-50999
Jurist,Offentlig,1.19738073,51000-51999
Jurist,Offentlig,1.571562208,52000-52999
Jurist,Offentlig,1.421889616,53000-53999
Jurist,Offentlig,1.085126286,54000-54999
Jurist,Offentlig,1.122544434,55000-55999
Jurist,Offentlig,1.047708138,56000-56999
Jurist,Offentlig,0.916744621,57000-57999
Jurist,Offentlig,0.879326473,58000-58999
Jurist,Offentlig,1.272217025,59000-59999
Jurist,Offentlig,1.347053321,60000-60999
Jurist,Offentlig,1.272217025,61000-61999
Jurist,Offentlig,1.44059869,62000-62999
Jurist,Offentlig,1.328344247,63000-63999
Jurist,Offentlig,1.421889616,64000-64999
Jurist,Offentlig,1.347053321,65000-65999
Jurist,Offentlig,0.748362956,66000-66999
Jurist,Offentlig,0.486435921,67000-67999
Jurist,Offentlig,0.692235734,68000-68999
Jurist,Offentlig,0.392890552,69000-69999
Jurist,Offentlig,0.561272217,70000-70999
Jurist,Offentlig,0.318054256,71000-71999
Jurist,Offentlig,0.617399439,72000-72999
Jurist,Offentlig,0.467726848,73000-73999
Jurist,Offentlig,0.374181478,74000-74999
Jurist,Offentlig,0.392890552,75000-75999
Jurist,Offentlig,0.261927035,76000-76999
Jurist,Offentlig,0.168381665,77000-77999
Jurist,Offentlig,3.086997194,>=78000
Psykolog,Privat,2.61707989,<29000
Psykolog,Privat,0.964187328,29000-29999
Psykolog,Privat,1.101928375,30000-30999
Psykolog,Privat,0.964187328,31000-31999
Psykolog,Privat,2.479338843,32000-32999
Psykolog,Privat,1.377410468,33000-33999
Psykolog,Privat,2.892561983,34000-34999
Psykolog,Privat,6.198347107,35000-35999
Psykolog,Privat,8.67768595,36000-36999
Psykolog,Privat,8.953168044,37000-37999
Psykolog,Privat,9.228650138,38000-38999
Psykolog,Privat,9.366391185,39000-39999
Psykolog,Privat,10.05509642,40000-40999
Psykolog,Privat,6.060606061,41000-41999
Psykolog,Privat,5.096418733,42000-42999
Psykolog,Privat,5.096418733,43000-43999
Psykolog,Privat,2.61707989,44000-44999
Psykolog,Privat,2.479338843,45000-45999
Psykolog,Privat,2.066115702,46000-46999
Psykolog,Privat,1.652892562,47000-47999
Psykolog,Privat,1.239669421,48000-48999
Psykolog,Privat,0.964187328,49000-49999
Psykolog,Privat,1.515151515,50000-50999
Psykolog,Privat,1.101928375,51000-51999
Psykolog,Privat,0.688705234,52000-52999
Psykolog,Privat,0.137741047,53000-53999
Psykolog,Privat,0.41322314,54000-54999
Psykolog,Privat,0.550964187,55000-55999
Psykolog,Privat,0.137741047,58000-58999
Psykolog,Privat,0.275482094,60000-60999
Psykolog,Privat,3.03030303,>=61000
Psykolog,Offentlig,1.13150616,<26000
Psykolog,Offentlig,1.961277345,26000-26999
Psykolog,Offentlig,1.986421926,27000-27999
Psykolog,Offentlig,0.955494091,28000-28999
Psykolog,Offentlig,1.659542369,29000-29999
Psykolog,Offentlig,2.564747297,30000-30999
Psykolog,Offentlig,1.433241137,31000-31999
Psykolog,Offentlig,3.74654262,32000-32999
Psykolog,Offentlig,5.204928338,33000-33999
Psykolog,Offentlig,6.487301986,34000-34999
Psykolog,Offentlig,8.448579331,35000-35999
Psykolog,Offentlig,8.574302238,36000-36999
Psykolog,Offentlig,8.222278099,37000-37999
Psykolog,Offentlig,7.593663566,38000-38999
Psykolog,Offentlig,7.11591652,39000-39999
Psykolog,Offentlig,7.618808147,40000-40999
Psykolog,Offentlig,5.531807895,41000-41999
Psykolog,Offentlig,4.526024642,42000-42999
Psykolog,Offentlig,3.771687201,43000-43999
Psykolog,Offentlig,2.564747297,44000-44999
Psykolog,Offentlig,2.087000251,45000-45999
Psykolog,Offentlig,1.332662811,46000-46999
Psykolog,Offentlig,0.955494091,47000-47999
Psykolog,Offentlig,0.955494091,48000-48999
Psykolog,Offentlig,3.570530551,>=49000
Samhällsvetare,Privat,2.325581395,<26000
Samhällsvetare,Privat,0.88593577,26000-26999
Samhällsvetare,Privat,2.214839424,27000-27999
Samhällsvetare,Privat,2.76854928,28000-28999
Samhällsvetare,Privat,2.990033223,29000-29999
Samhällsvetare,Privat,3.820598007,30000-30999
Samhällsvetare,Privat,2.491694352,31000-31999
Samhällsvetare,Privat,3.100775194,32000-32999
Samhällsvetare,Privat,3.599114064,33000-33999
Samhällsvetare,Privat,3.266888151,34000-34999
Samhällsvetare,Privat,3.931339978,35000-35999
Samhällsvetare,Privat,3.488372093,36000-36999
Samhällsvetare,Privat,3.100775194,37000-37999
Samhällsvetare,Privat,2.934662237,38000-38999
Samhällsvetare,Privat,3.65448505,39000-39999
Samhällsvetare,Privat,3.709856035,40000-40999
Samhällsvetare,Privat,2.713178295,41000-41999
Samhällsvetare,Privat,2.879291251,42000-42999
Samhällsvetare,Privat,2.602436323,43000-43999
Samhällsvetare,Privat,2.491694352,44000-44999
Samhällsvetare,Privat,3.377630122,45000-45999
Samhällsvetare,Privat,2.27021041,46000-46999
Samhällsvetare,Privat,2.27021041,47000-47999
Samhällsvetare,Privat,2.657807309,48000-48999
Samhällsvetare,Privat,1.771871539,49000-49999
Samhällsvetare,Privat,2.713178295,50000-50999
Samhällsvetare,Privat,1.495016611,51000-51999
Samhällsvetare,Privat,2.104097453,52000-52999
Samhällsvetare,Privat,1.38427464,53000-53999
Samhällsvetare,Privat,1.162790698,54000-54999
Samhällsvetare,Privat,1.495016611,55000-55999
Samhällsvetare,Privat,1.273532669,56000-56999
Samhällsvetare,Privat,0.996677741,57000-57999
Samhällsvetare,Privat,1.328903654,58000-58999
Samhällsvetare,Privat,1.107419712,59000-59999
Samhällsvetare,Privat,1.107419712,60000-60999
Samhällsvetare,Privat,0.664451827,61000-61999
Samhällsvetare,Privat,0.830564784,62000-62999
Samhällsvetare,Privat,0.553709856,63000-63999
Samhällsvetare,Privat,0.49833887,64000-64999
Samhällsvetare,Privat,0.775193798,65000-65999
Samhällsvetare,Privat,0.221483942,66000-66999
Samhällsvetare,Privat,0.775193798,67000-67999
Samhällsvetare,Privat,0.719822813,68000-68999
Samhällsvetare,Privat,0.387596899,69000-69999
Samhällsvetare,Privat,0.553709856,70000-70999
Samhällsvetare,Privat,0.332225914,71000-71999
Samhällsvetare,Privat,0.387596899,72000-72999
Samhällsvetare,Privat,0.332225914,73000-73999
Samhällsvetare,Privat,0.49833887,74000-74999
Samhällsvetare,Privat,0.110741971,75000-75999
Samhällsvetare,Privat,0.387596899,76000-76999
Samhällsvetare,Privat,0.332225914,77000-77999
Samhällsvetare,Privat,0.221483942,78000-78999
Samhällsvetare,Privat,0.055370986,79000-79999
Samhällsvetare,Privat,3.875968992,>=80000
Samhällsvetare,Offentlig,2.424449377,<26000
Samhällsvetare,Offentlig,2.782994707,26000-26999
Samhällsvetare,Offentlig,3.875704285,27000-27999
Samhällsvetare,Offentlig,4.26839679,28000-28999
Samhällsvetare,Offentlig,4.541574185,29000-29999
Samhällsvetare,Offentlig,4.575721359,30000-30999
Samhällsvetare,Offentlig,4.353764726,31000-31999
Samhällsvetare,Offentlig,4.541574185,32000-32999
Samhällsvetare,Offentlig,4.14888168,33000-33999
Samhällsvetare,Offentlig,4.234249616,34000-34999
Samhällsvetare,Offentlig,4.592794946,35000-35999
Samhällsvetare,Offentlig,4.729383644,36000-36999
Samhällsvetare,Offentlig,4.370838313,37000-37999
Samhällsvetare,Offentlig,4.02936657,38000-38999
Samhällsvetare,Offentlig,3.585453304,39000-39999
Samhällsvetare,Offentlig,4.234249616,40000-40999
Samhällsvetare,Offentlig,3.841557111,41000-41999
Samhällsvetare,Offentlig,3.295202322,42000-42999
Samhällsvetare,Offentlig,2.629332423,43000-43999
Samhällsvetare,Offentlig,2.902509817,44000-44999
Samhällsvetare,Offentlig,2.441522964,45000-45999
Samhällsvetare,Offentlig,1.929315349,46000-46999
Samhällsvetare,Offentlig,1.826873826,47000-47999
Samhällsvetare,Offentlig,1.587843606,48000-48999
Samhällsvetare,Offentlig,1.212224688,49000-49999
Samhällsvetare,Offentlig,1.417107734,50000-50999
Samhällsvetare,Offentlig,1.178077514,51000-51999
Samhällsvetare,Offentlig,1.109783165,52000-52999
Samhällsvetare,Offentlig,0.836605771,53000-53999
Samhällsvetare,Offentlig,0.700017074,54000-54999
Samhällsvetare,Offentlig,0.870752945,55000-55999
Samhällsvetare,Offentlig,0.563428376,56000-56999
Samhällsvetare,Offentlig,0.751237835,57000-57999
Samhällsvetare,Offentlig,0.495134028,58000-58999
Samhällsvetare,Offentlig,0.597575551,59000-59999
Samhällsvetare,Offentlig,0.631722725,60000-60999
Samhällsvetare,Offentlig,0.35854533,61000-61999
Samhällsvetare,Offentlig,0.460986853,62000-62999
Samhällsvetare,Offentlig,3.073245689,>=63000
Civilingenjör,Privat,2.168292683,<30000
Civilingenjör,Privat,1.785365854,30000-30999
Civilingenjör,Privat,1.819512195,31000-31999
Civilingenjör,Privat,1.990243902,32000-32999
Civilingenjör,Privat,2.082926829,33000-33999
Civilingenjör,Privat,2.063414634,34000-34999
Civilingenjör,Privat,2.470731707,35000-35999
